distance,runs,target_met_rate,mean_n_selected,std_n_selected,mean_shortfall,shortfall_rate,mean_clusters_covered,mean_temporal_std,mean_wwi_percent,mean_spatial_mean_km,mean_spatial_min_km,stability_jaccard_mean,stability_jaccard_min,decision_score,recommended_distance,recommendation_rationale
28.5,5,1.0,24.0,0.0,0.0,0.0,8.0,9.709923207505412,29.166666666666668,493.2649644820932,42.68917182008416,1.0,1.0,114.0,28.5,feasibility/stability/coverage rule with near-tie preference for smaller distance (higher downstream combination flexibility)
