distance,seed,n_requested,n_selected,shortfall,hardcut_target_met,clusters_covered,temporal_std,temporal_range,spatial_mean_km,spatial_min_km,wwi_percent,selected_indices_json
28.5,42,32,32,0,True,8,10.332379421804497,40.0,503.22916957001695,42.68917182008416,28.125,"[341, 547, 102, 262, 374, 596, 217, 60, 586, 82, 468, 499, 332, 193, 623, 54, 525, 359, 666, 28, 124, 140, 15, 181, 454, 628, 51, 606, 255, 486, 448, 276]"
28.5,43,32,32,0,True,8,10.332379421804497,40.0,503.22916957001695,42.68917182008416,28.125,"[341, 547, 102, 262, 374, 596, 217, 60, 586, 82, 468, 499, 332, 193, 623, 54, 525, 359, 666, 28, 124, 140, 15, 181, 454, 628, 51, 606, 255, 486, 448, 276]"
28.5,44,32,32,0,True,8,10.332379421804497,40.0,503.22916957001695,42.68917182008416,28.125,"[341, 547, 102, 262, 374, 596, 217, 60, 586, 82, 468, 499, 332, 193, 623, 54, 525, 359, 666, 28, 124, 140, 15, 181, 454, 628, 51, 606, 255, 486, 448, 276]"
28.5,45,32,32,0,True,8,10.332379421804497,40.0,503.22916957001695,42.68917182008416,28.125,"[341, 547, 102, 262, 374, 596, 217, 60, 586, 82, 468, 499, 332, 193, 623, 54, 525, 359, 666, 28, 124, 140, 15, 181, 454, 628, 51, 606, 255, 486, 448, 276]"
28.5,46,32,32,0,True,8,10.332379421804497,40.0,503.22916957001695,42.68917182008416,28.125,"[341, 547, 102, 262, 374, 596, 217, 60, 586, 82, 468, 499, 332, 193, 623, 54, 525, 359, 666, 28, 124, 140, 15, 181, 454, 628, 51, 606, 255, 486, 448, 276]"
